FirstName,LastName,TransactionDate,Product,Price,Region,Segment
Emily,Martinez,2021-04-23,Laptop,1008.14,New York,Price-Sensitive
Michael,Garcia,2021-04-24,Smartphone,865.8,California,Occasional Buyer
Emily,Garcia,2021-04-24,Smartwatch,213.68,New York,Frequent Buyer
Michael,Williams,2021-04-24,Smartphone,502.91,,Frequent Buyer
Sarah,Wilson,2021-04-24,Laptop,1057.15,Texas,Premium Buyer
Emily,Smith,2021-04-24,Smartphone,1068.99,Ohio,Frequent Buyer
Daniel,Smith,2021-04-24,Headphones,123.74,New York,Price-Sensitive
Olivia,Martinez,2021-04-24,Headphones,213.81,Illinois,Frequent Buyer
John,Martinez,2021-04-24,Laptop,1223.04,California,Occasional Buyer
James,Jones,2021-04-25,Smartwatch,188.91,New York,Price-Sensitive
Sarah,Brown,2021-04-25,Headphones,313.54,New York,Frequent Buyer
Daniel,Williams,2021-04-25,Headphones,126.24,Michigan,Price-Sensitive
Sophia,Jones,2021-04-25,Smartwatch,583.32,California,Frequent Buyer
Michael,Garcia,2021-04-25,Smartwatch,291.77,California,Occasional Buyer
James,Martinez,2021-04-25,Laptop,1270.63,,
Sarah,Davis,2021-04-25,Tablet,682.1,,Price-Sensitive
Daniel,Williams,2021-04-26,Smartphone,684.95,Michigan,Price-Sensitive
John,Johnson,2021-04-26,Headphones,82.11,Texas,Price-Sensitive
John,Martinez,2021-04-26,Headphones,112.04,Florida,Price-Sensitive
Michael,Jones,2021-04-26,Headphones,116.98,Georgia,Price-Sensitive
Olivia,Martinez,2021-04-26,Laptop,,New York,Frequent Buyer
Daniel,Williams,2021-04-26,Smartwatch,201.45,Texas,Premium Buyer
Michael,Williams,2021-04-26,Smartwatch,,Ohio,
James,Jones,2021-04-26,Headphones,195.47,New York,Price-Sensitive
James,Smith,2021-04-26,,512.42,Michigan,Occasional Buyer
Emily,Williams,2021-04-27,Headphones,191.23,Florida,Price-Sensitive
Emma,Martinez,2021-04-27,Smartphone,707.2,Illinois,Frequent Buyer
James,Miller,2021-04-27,Laptop,1982.6,Illinois,Frequent Buyer
Michael,Williams,2021-04-27,,,Illinois,Premium Buyer
Sarah,Williams,2021-04-27,Smartphone,685.38,California,Price-Sensitive
Sophia,Wilson,2021-04-27,Smartwatch,768.33,Texas,Premium Buyer
Michael,Williams,2021-04-27,Headphones,182.76,Illinois,Price-Sensitive
David,Martinez,2021-04-27,Smartwatch,161.31,Florida,Occasional Buyer
Sarah,Williams,2021-04-27,Laptop,1465.29,California,Price-Sensitive
Sophia,Williams,2021-04-28,Smartwatch,399.94,New York,Frequent Buyer
David,Williams,2021-04-28,Laptop,1103.3,California,Price-Sensitive
Olivia,Jones,2021-04-28,Headphones,92.06,Michigan,Premium Buyer
Sophia,Williams,2021-04-28,Headphones,219.37,New York,Frequent Buyer
David,Martinez,2021-04-28,Smartphone,931.52,Florida,Occasional Buyer
James,Johnson,2021-04-28,Laptop,1915.66,Florida,Frequent Buyer
James,Martinez,2021-04-28,Smartphone,743.29,New York,
James,Jones,2021-04-28,Headphones,107.08,Florida,Occasional Buyer
James,Smith,2021-04-28,Headphones,45.67,Georgia,Price-Sensitive
Emma,Martinez,2021-04-28,Smartwatch,590.76,Illinois,Frequent Buyer
John,Smith,2021-04-28,Laptop,868.61,Ohio,Price-Sensitive
Sophia,Wilson,2021-04-28,Laptop,,Texas,Premium Buyer
Emma,Brown,2021-04-28,Smartwatch,291.18,Ohio,Occasional Buyer
James,Jones,2021-04-28,Smartwatch,490.28,New York,Price-Sensitive
Daniel,Smith,2021-04-28,Smartphone,920.16,New York,Frequent Buyer
John,Miller,2021-05-01,Headphones,75.77,Florida,Price-Sensitive
Emma,Brown,2021-05-01,Tablet,239.97,Ohio,Occasional Buyer
Emily,Williams,2021-05-01,Laptop,849.38,Florida,Price-Sensitive
Sarah,Williams,2021-05-01,Tablet,230.44,California,Price-Sensitive
Emily,Miller,2021-05-01,Smartphone,784.45,Michigan,Price-Sensitive
Daniel,Williams,2021-05-01,Headphones,161.22,Michigan,Price-Sensitive
David,Williams,2021-05-02,Headphones,157.22,Ohio,Price-Sensitive
John,Martinez,2021-05-02,Smartphone,755.77,Florida,Price-Sensitive
Olivia,Martinez,2021-05-02,Laptop,1485.83,New York,Frequent Buyer
Sophia,Johnson,2021-05-03,Smartwatch,632.67,New York,Premium Buyer
James,Smith,2021-05-03,Headphones,81.98,Georgia,Price-Sensitive
Olivia,Martinez,2021-05-03,Laptop,926.38,New York,Frequent Buyer
Emily,Davis,2021-05-03,Tablet,901.91,Illinois,Premium Buyer
Emily,Martinez,2021-05-03,Smartphone,515.57,New York,Price-Sensitive
John,Wilson,2021-05-03,Tablet,386.68,New York,Price-Sensitive
Emily,Smith,2021-05-03,Tablet,616.99,,Price-Sensitive
Emma,Brown,2021-05-03,Laptop,1740.1,California,Occasional Buyer
James,Miller,2021-05-04,Headphones,200.08,Illinois,Frequent Buyer
John,Johnson,2021-05-04,Smartwatch,173.87,Michigan,Occasional Buyer
Sarah,Davis,2021-05-04,Smartphone,385.81,California,Price-Sensitive
Olivia,Miller,2021-05-04,Laptop,2198.43,New York,Frequent Buyer
Sophia,Wilson,2021-05-04,Headphones,112.95,Texas,Premium Buyer
James,Miller,2021-05-04,Headphones,259.25,Illinois,Frequent Buyer
John,Williams,2021-05-04,Smartphone,1030.9,California,Occasional Buyer
Olivia,Martinez,2021-05-04,Smartphone,818.84,New York,Frequent Buyer
Emily,Brown,2021-05-04,Headphones,81.33,Illinois,Frequent Buyer
Daniel,Smith,2021-05-04,Headphones,138.72,New York,Occasional Buyer
Daniel,Williams,2021-05-04,Laptop,1090.99,Illinois,Price-Sensitive
Olivia,Miller,2021-05-05,Smartwatch,463.98,New York,Frequent Buyer
Daniel,Williams,2021-05-05,Smartphone,1160.95,Texas,Premium Buyer
Emily,Smith,2021-05-05,Laptop,1257.98,Ohio,Frequent Buyer
John,Smith,2021-05-05,Tablet,333.68,,Price-Sensitive
Emily,Brown,2021-05-05,Tablet,705.19,Illinois,Frequent Buyer
Emily,Smith,2021-05-05,Headphones,57.63,Ohio,Frequent Buyer
James,Miller,2021-05-05,Headphones,185.02,Illinois,Frequent Buyer
John,Johnson,2021-05-05,Smartwatch,360.75,California,Price-Sensitive
James,Miller,2021-05-06,Laptop,1167.61,Illinois,Frequent Buyer
Sophia,Johnson,2021-05-06,Tablet,728.4,New York,Premium Buyer
David,Williams,2021-05-06,Tablet,494.34,Ohio,Price-Sensitive
John,Martinez,2021-05-06,Headphones,122.07,Florida,Price-Sensitive
Sarah,Jones,2021-05-06,Smartwatch,267.41,Texas,Frequent Buyer
Daniel,Martinez,2021-05-06,Headphones,46.46,Florida,Price-Sensitive
Sophia,Wilson,2021-05-06,Tablet,473.69,Texas,Premium Buyer
John,Johnson,2021-05-06,Laptop,1106.67,Texas,Price-Sensitive
John,Wilson,2021-05-06,Tablet,579.05,New York,Price-Sensitive
John,Johnson,2021-05-07,Smartphone,1008.13,California,Price-Sensitive
James,Davis,2021-05-07,Tablet,416.5,Georgia,Frequent Buyer
Emily,Martinez,2021-05-08,Headphones,,New York,
Emily,Williams,2021-05-08,Laptop,1103.52,Florida,Frequent Buyer
James,Smith,2021-05-08,Headphones,52.67,Michigan,Occasional Buyer
James,Davis,2021-05-08,Tablet,590.1,Georgia,Frequent Buyer
Michael,Williams,2021-05-08,Smartphone,1099.83,Ohio,Frequent Buyer
Daniel,Williams,2021-05-08,Laptop,1449.48,Illinois,Price-Sensitive
David,Williams,2021-05-08,Headphones,144.5,Ohio,Price-Sensitive
David,Williams,2021-05-08,Tablet,385.2,Ohio,Price-Sensitive
Emily,Garcia,2021-05-09,Headphones,279.39,New York,Frequent Buyer
Sarah,Wilson,2021-05-09,Laptop,1626.17,Texas,Premium Buyer
Sophia,Miller,2021-05-09,Headphones,198.58,Florida,Premium Buyer
Sarah,Jones,2021-05-09,Smartphone,893.88,Texas,Frequent Buyer
Michael,Williams,2021-05-09,Smartwatch,206.98,Ohio,Frequent Buyer
Emily,Brown,2021-05-09,Tablet,731.66,Illinois,Frequent Buyer
Daniel,Martinez,2021-05-09,Smartphone,,Florida,
Olivia,Martinez,2021-05-09,Smartwatch,434.06,Illinois,Frequent Buyer
Daniel,Smith,2021-05-09,Tablet,266.35,New York,Frequent Buyer
Emily,Williams,2021-05-10,Smartphone,502.61,Florida,
James,Johnson,2021-05-10,Smartphone,1296.11,Florida,Frequent Buyer
Sarah,Brown,2021-05-10,Headphones,99.34,New York,Frequent Buyer
John,Martinez,2021-05-10,Smartwatch,309.02,Florida,Price-Sensitive
Daniel,Garcia,2021-05-10,Smartphone,949.74,Texas,Premium Buyer
Sarah,Brown,2021-05-10,Tablet,905.16,New York,Frequent Buyer
Sophia,Jones,2021-05-10,Laptop,1487.0,California,Frequent Buyer
Daniel,Martinez,2021-05-10,Headphones,114.55,Florida,Price-Sensitive
Emily,Wilson,2021-05-10,Headphones,223.21,Texas,Price-Sensitive
Emma,Johnson,2021-05-10,Headphones,355.99,Illinois,Premium Buyer
David,Davis,2021-05-11,Smartphone,521.85,Texas,Occasional Buyer
John,Brown,2021-05-11,Laptop,1236.66,Ohio,Premium Buyer
David,Brown,2021-05-11,Laptop,1129.94,Georgia,Occasional Buyer
Olivia,Martinez,2021-05-11,Smartphone,1079.12,Illinois,Frequent Buyer
Emily,Garcia,2021-05-11,Tablet,828.19,New York,Frequent Buyer
James,Davis,2021-05-11,Headphones,194.69,,
Emily,Smith,2021-05-11,Smartwatch,499.42,Ohio,Frequent Buyer
John,Williams,2021-05-11,Tablet,603.12,California,Occasional Buyer
Michael,Garcia,2021-05-12,Tablet,396.22,California,Occasional Buyer
Emily,Smith,2021-05-12,Tablet,570.26,,
Emily,Brown,2021-05-12,Smartwatch,327.25,Illinois,Frequent Buyer
Sarah,Wilson,2021-05-12,Laptop,2167.2,Texas,Premium Buyer
Daniel,Williams,2021-05-12,Smartwatch,359.99,Illinois,Price-Sensitive
Daniel,Williams,2021-05-12,Laptop,1929.89,Texas,Premium Buyer
John,Johnson,2021-05-12,Smartwatch,254.3,Texas,Price-Sensitive
John,Williams,2021-05-12,Laptop,1243.09,California,Occasional Buyer
Olivia,Miller,2021-05-12,Smartwatch,508.46,New York,Frequent Buyer
Emma,Martinez,2021-05-12,Headphones,281.72,Illinois,Frequent Buyer
John,Smith,2021-05-12,Smartphone,875.98,Georgia,Price-Sensitive
Sophia,Johnson,2021-05-12,Smartwatch,722.91,New York,Premium Buyer
James,Smith,2021-05-13,Laptop,1240.25,Georgia,Price-Sensitive
Michael,Wilson,2021-05-13,Headphones,290.71,Georgia,Frequent Buyer
Emily,Wilson,2021-05-13,Laptop,891.26,Texas,Price-Sensitive
Sarah,Williams,2021-05-13,Headphones,40.58,New York,Occasional Buyer
Emily,Brown,2021-05-14,Smartwatch,118.32,Illinois,Frequent Buyer
Sarah,Jones,2021-05-14,Smartphone,,,Price-Sensitive
Emily,Smith,2021-05-14,Smartwatch,143.34,Illinois,Price-Sensitive
Emma,Martinez,2021-05-15,Headphones,235.19,Illinois,
James,Smith,2021-05-15,Smartwatch,193.52,Georgia,Price-Sensitive
Michael,Davis,2021-05-15,Tablet,295.74,Ohio,Occasional Buyer
Olivia,Miller,2021-05-15,Smartphone,716.95,New York,Frequent Buyer
Sophia,Davis,2021-05-15,Headphones,176.61,Ohio,Price-Sensitive
John,Smith,2021-05-15,Smartphone,909.76,Georgia,Price-Sensitive
Olivia,Martinez,2021-05-15,Smartphone,1265.62,Illinois,Frequent Buyer
Emily,Miller,2021-05-15,Smartwatch,422.87,Michigan,Price-Sensitive
John,Smith,2021-05-15,Tablet,432.25,Georgia,Price-Sensitive
Sarah,Brown,2021-05-15,Smartphone,732.68,New York,Frequent Buyer
John,Johnson,2021-05-15,Tablet,627.79,California,Price-Sensitive
Sophia,Williams,2021-05-15,Smartphone,712.21,New York,Frequent Buyer
Sarah,Jones,2021-05-15,Smartwatch,492.59,Texas,Frequent Buyer
Daniel,Smith,2021-05-15,Smartphone,554.0,New York,Occasional Buyer
Emily,Martinez,2021-05-16,Smartphone,619.8,New York,Price-Sensitive
Olivia,Miller,2021-05-16,Laptop,1256.89,New York,Frequent Buyer
Emily,Wilson,2021-05-16,Laptop,1192.24,Texas,Price-Sensitive
John,Brown,2021-05-16,Laptop,1326.9,Ohio,Premium Buyer
Sophia,Miller,2021-05-16,Smartwatch,375.98,Florida,Premium Buyer
John,Martinez,2021-05-16,Laptop,1691.24,Florida,Price-Sensitive
Emily,Brown,2021-05-16,Headphones,105.38,Illinois,Frequent Buyer
Daniel,Williams,2021-05-17,Tablet,489.76,Illinois,Price-Sensitive
Sophia,Williams,2021-05-17,Headphones,244.62,New York,Frequent Buyer
Emily,Smith,2021-05-17,Smartphone,881.42,Illinois,Price-Sensitive
Michael,Wilson,2021-05-17,Laptop,1383.25,California,Occasional Buyer
John,Johnson,2021-05-17,Tablet,444.81,California,Price-Sensitive
Olivia,Miller,2021-05-17,Laptop,1376.58,New York,Frequent Buyer
Sarah,Brown,2021-05-18,Smartphone,1172.25,New York,Frequent Buyer
Sarah,Brown,2021-05-18,Laptop,1837.48,New York,Frequent Buyer
Emma,Brown,2021-05-18,Smartphone,611.0,Ohio,Occasional Buyer
Michael,Davis,2021-05-18,Smartwatch,221.08,Georgia,Premium Buyer
David,Williams,2021-05-18,Headphones,47.91,Ohio,Price-Sensitive
Michael,Williams,2021-05-18,Headphones,201.98,Ohio,Frequent Buyer
Sophia,Jones,2021-05-18,Smartwatch,228.12,California,Frequent Buyer
John,Johnson,2021-05-19,Smartphone,739.12,,
Olivia,Martinez,2021-05-19,Smartwatch,427.98,Illinois,Frequent Buyer
Michael,Davis,2021-05-19,Headphones,70.51,Georgia,Premium Buyer
Olivia,Miller,2021-05-19,Smartphone,1038.87,New York,Frequent Buyer
Sophia,Johnson,2021-05-19,Smartwatch,497.39,New York,Premium Buyer
Sophia,Johnson,2021-05-20,Smartwatch,599.21,Michigan,Occasional Buyer
Emily,Smith,2021-05-20,Tablet,770.4,Illinois,Price-Sensitive
Daniel,Martinez,2021-05-20,Headphones,,Florida,
James,Miller,2021-05-20,Smartwatch,597.88,Illinois,Frequent Buyer
Emily,Miller,2021-05-20,Smartwatch,414.48,Michigan,Price-Sensitive
John,Martinez,2021-05-21,Headphones,258.59,Florida,Price-Sensitive
Sophia,Johnson,2021-05-21,Smartwatch,573.8,New York,Premium Buyer
Daniel,Garcia,2021-05-21,Smartphone,1347.28,Texas,Premium Buyer
Olivia,Martinez,2021-05-21,Headphones,98.58,,Frequent Buyer
Daniel,Smith,2021-05-21,Smartwatch,154.47,New York,Occasional Buyer
Daniel,Williams,2021-05-21,Tablet,271.66,Michigan,Price-Sensitive
Emily,Martinez,2021-05-21,Laptop,1268.13,New York,Price-Sensitive
Sophia,Johnson,2021-05-21,Laptop,1326.15,New York,Premium Buyer
John,Williams,2021-05-22,Headphones,216.98,California,Occasional Buyer
Sarah,Jones,2021-05-22,Headphones,90.9,Texas,Frequent Buyer
Emily,Smith,2021-05-22,Smartphone,537.55,Illinois,Price-Sensitive
Olivia,Martinez,2021-05-22,Headphones,66.14,Illinois,Frequent Buyer
Sophia,Miller,2021-05-22,Headphones,297.06,Florida,Premium Buyer
Michael,Williams,2021-05-22,Laptop,1438.58,Ohio,Frequent Buyer
James,Smith,2021-05-22,Laptop,1648.9,Michigan,Occasional Buyer
Emma,Martinez,2021-05-22,Smartwatch,591.75,Illinois,Frequent Buyer
Michael,Williams,2021-05-23,Headphones,113.09,Illinois,Premium Buyer
David,Williams,2021-05-23,Headphones,168.22,California,Price-Sensitive
Sophia,Johnson,2021-05-23,Laptop,1107.03,New York,Premium Buyer
Sophia,Davis,2021-05-23,Laptop,1423.89,California,Frequent Buyer
James,Miller,2021-05-23,Tablet,358.68,Illinois,Frequent Buyer
Emily,Garcia,2021-05-23,Laptop,1542.62,New York,Frequent Buyer
Olivia,Martinez,2021-05-23,,293.01,,Frequent Buyer
John,Brown,2021-05-23,Headphones,198.07,Ohio,Premium Buyer
James,Smith,2021-05-24,Laptop,780.18,Michigan,Occasional Buyer
James,Davis,2021-05-24,Headphones,247.72,Georgia,Frequent Buyer
Emily,Garcia,2021-05-24,Headphones,242.94,New York,Frequent Buyer
Sarah,Wilson,2021-05-24,Smartphone,1525.01,Texas,Premium Buyer
James,Davis,2021-05-24,Smartphone,762.19,Georgia,Frequent Buyer
John,Smith,2021-05-24,Headphones,139.36,Ohio,Price-Sensitive
Emily,Brown,2021-05-24,Smartwatch,448.97,Illinois,Frequent Buyer
Sarah,Jones,2021-05-24,Laptop,565.48,New York,Price-Sensitive
John,Williams,2021-05-24,Laptop,649.22,California,Occasional Buyer
Emily,Brown,2021-05-24,Smartphone,879.55,Illinois,Frequent Buyer
Michael,Williams,2021-05-25,Laptop,2023.32,Ohio,Frequent Buyer
Michael,Wilson,2021-05-25,Tablet,380.41,Georgia,Frequent Buyer
David,Davis,2021-05-25,Tablet,601.99,Texas,Occasional Buyer
Daniel,Williams,2021-05-25,Smartwatch,167.19,Illinois,Price-Sensitive
Emily,Wilson,2021-05-25,Tablet,273.44,Texas,Price-Sensitive
John,Johnson,2021-05-25,Smartphone,682.04,Michigan,Occasional Buyer
James,Johnson,2021-05-25,Headphones,106.36,Florida,Frequent Buyer
Olivia,Martinez,2021-05-25,Smartwatch,338.93,Illinois,Frequent Buyer
John,Smith,2021-05-25,Tablet,639.28,Ohio,Price-Sensitive
James,Davis,2021-05-25,Tablet,499.23,Georgia,Frequent Buyer
Sophia,Jones,2021-05-25,Smartwatch,206.58,California,Frequent Buyer
Daniel,Williams,2021-05-25,Laptop,1588.53,Illinois,Premium Buyer
Sarah,Brown,2021-05-26,Smartwatch,376.5,New York,Frequent Buyer
Daniel,Williams,2021-05-26,,,Illinois,Price-Sensitive
John,Johnson,2021-05-26,Tablet,422.27,Michigan,Occasional Buyer
Emily,Wilson,2021-05-26,Headphones,148.8,Texas,Price-Sensitive
Sarah,Davis,2021-05-26,Headphones,46.06,California,Price-Sensitive
Olivia,Martinez,2021-05-26,,552.32,New York,Frequent Buyer
David,Brown,2021-05-26,Tablet,376.41,Georgia,Occasional Buyer
Sarah,Jones,2021-05-26,Smartwatch,315.84,Texas,Frequent Buyer
Daniel,Williams,2021-05-27,Headphones,123.64,,Price-Sensitive
Olivia,Martinez,2021-05-27,Smartwatch,550.96,New York,Frequent Buyer
John,Johnson,2021-05-27,Laptop,509.84,Texas,Price-Sensitive
Emily,Smith,2021-05-27,Smartphone,604.31,Ohio,Frequent Buyer
Daniel,Smith,2021-05-27,Headphones,55.48,New York,Frequent Buyer
Sophia,Johnson,2021-05-27,Smartwatch,230.16,New York,Premium Buyer
John,Johnson,2021-05-27,Headphones,215.31,Illinois,Price-Sensitive
John,Williams,2021-05-28,Smartwatch,124.1,California,Occasional Buyer
David,Williams,2021-05-28,Smartwatch,309.19,Ohio,Price-Sensitive
Emma,Martinez,2021-06-01,Smartwatch,376.77,Illinois,Frequent Buyer
Sarah,Jones,2021-06-01,Headphones,176.46,New York,Price-Sensitive
Olivia,Smith,2021-06-01,Laptop,983.83,New York,Occasional Buyer
Emily,Garcia,2021-06-01,Tablet,619.54,New York,Frequent Buyer
Daniel,Martinez,2021-06-01,Smartphone,688.82,Michigan,Price-Sensitive
Sophia,Davis,2021-06-01,Headphones,217.1,California,Frequent Buyer
Daniel,Williams,2021-06-02,Smartphone,430.81,Illinois,Price-Sensitive
James,Davis,2021-06-02,Smartwatch,372.12,Georgia,Frequent Buyer
David,Brown,2021-06-02,Smartphone,649.32,Georgia,Occasional Buyer
Michael,Wilson,2021-06-02,,,California,Occasional Buyer
Sophia,Johnson,2021-06-02,Tablet,272.13,Michigan,Occasional Buyer
Olivia,Wilson,2021-06-02,Tablet,278.96,Texas,Occasional Buyer
David,Davis,2021-06-02,,193.47,Texas,
John,Wilson,2021-06-02,Headphones,73.83,New York,Price-Sensitive
Daniel,Brown,2021-06-02,Tablet,443.26,New York,Occasional Buyer
Emma,Martinez,2021-06-02,Laptop,699.54,Illinois,Frequent Buyer
Sophia,Davis,2021-06-03,Headphones,229.21,California,
Emily,Williams,2021-06-03,,111.38,Florida,
Olivia,Martinez,2021-06-03,Tablet,562.94,Illinois,Frequent Buyer
Daniel,Martinez,2021-06-03,Headphones,96.54,Michigan,Price-Sensitive
John,Johnson,2021-06-03,Headphones,202.58,California,
Daniel,Garcia,2021-06-03,Headphones,73.92,Texas,Premium Buyer
Sarah,Jones,2021-06-03,Laptop,1108.64,New York,Price-Sensitive
James,Johnson,2021-06-03,Smartphone,,,Frequent Buyer
Sophia,Johnson,2021-06-03,Smartwatch,,Michigan,Occasional Buyer
Sophia,Williams,2021-06-03,Laptop,737.0,New York,Frequent Buyer
John,Williams,2021-06-03,Smartphone,1067.26,California,Occasional Buyer
Sarah,Jones,2021-06-03,Headphones,195.88,Georgia,Occasional Buyer
Olivia,Miller,2021-06-04,Laptop,1105.47,New York,Frequent Buyer
Emily,Garcia,2021-06-04,Smartphone,429.19,New York,Frequent Buyer
Sarah,Davis,2021-06-04,Laptop,700.97,California,Price-Sensitive
Emily,Williams,2021-06-04,Smartphone,794.64,Florida,Price-Sensitive
Sophia,Johnson,2021-06-04,Smartphone,903.81,Michigan,Occasional Buyer
Daniel,Smith,2021-06-04,Smartphone,551.7,New York,Occasional Buyer
Emily,Brown,2021-06-04,Smartphone,1162.93,Illinois,Frequent Buyer
Olivia,Miller,2021-06-05,Smartphone,918.84,New York,Frequent Buyer
Olivia,Wilson,2021-06-05,Smartphone,465.24,Texas,Occasional Buyer
Sophia,Wilson,2021-06-05,Tablet,570.99,Texas,Premium Buyer
Emily,Smith,2021-06-05,Headphones,158.56,Ohio,Frequent Buyer
Sophia,Johnson,2021-06-05,Laptop,695.86,New York,Premium Buyer
Daniel,Williams,2021-06-05,Headphones,146.41,Illinois,Price-Sensitive
Michael,Wilson,2021-06-05,Smartwatch,509.29,Georgia,Frequent Buyer
Olivia,Martinez,2021-06-05,Laptop,1046.59,New York,Frequent Buyer
James,Johnson,2021-06-05,,758.06,,Frequent Buyer
Emily,Williams,2021-06-05,Headphones,264.11,Florida,Frequent Buyer
James,Smith,2021-06-06,Headphones,71.3,Michigan,Occasional Buyer
John,Johnson,2021-06-06,Laptop,619.71,California,Price-Sensitive
Sophia,Johnson,2021-06-06,Laptop,993.61,New York,Premium Buyer
John,Martinez,2021-06-06,Headphones,167.56,California,Occasional Buyer
Sophia,Williams,2021-06-06,Laptop,830.19,New York,Frequent Buyer
Sarah,Jones,2021-06-06,Smartphone,849.93,Texas,Frequent Buyer
Michael,Jones,2021-06-06,Smartwatch,369.71,Georgia,Price-Sensitive
Sophia,Davis,2021-06-07,Laptop,,Ohio,
Sophia,Jones,2021-06-07,Laptop,991.31,California,Frequent Buyer
James,Davis,2021-06-07,Tablet,642.54,Georgia,Frequent Buyer
Emily,Smith,2021-06-07,Tablet,473.88,Illinois,Price-Sensitive
Sarah,Brown,2021-06-07,Headphones,268.11,New York,Frequent Buyer
James,Smith,2021-06-07,Headphones,79.07,,Occasional Buyer
Sarah,Jones,2021-06-07,Laptop,1387.71,Georgia,Occasional Buyer
Emily,Smith,2021-06-07,Headphones,105.04,Illinois,Price-Sensitive
Sarah,Garcia,2021-06-07,Headphones,145.76,Ohio,Occasional Buyer
Emily,Brown,2021-06-08,Tablet,696.68,Illinois,Frequent Buyer
Daniel,Smith,2021-06-08,Tablet,421.68,New York,Frequent Buyer
Michael,Jones,2021-06-08,Smartwatch,273.79,Georgia,Price-Sensitive
Daniel,Smith,2021-06-08,Tablet,756.05,New York,Occasional Buyer
Sophia,Davis,2021-06-08,Tablet,857.89,California,Frequent Buyer
Sarah,Davis,2021-06-08,Headphones,180.14,California,Price-Sensitive
Michael,Williams,2021-06-08,Smartwatch,269.12,Ohio,Frequent Buyer
Olivia,Martinez,2021-06-08,,172.69,Illinois,Frequent Buyer
Daniel,Williams,2021-06-09,Headphones,125.9,,Price-Sensitive
Olivia,Wilson,2021-06-09,Smartphone,1296.4,,Premium Buyer
Emma,Garcia,2021-06-09,,395.24,Georgia,
John,Wilson,2021-06-09,Smartphone,774.75,New York,Price-Sensitive
John,Miller,2021-06-09,Laptop,1031.5,Florida,Price-Sensitive
Emma,Garcia,2021-06-09,Smartwatch,407.18,Georgia,Frequent Buyer
Daniel,Williams,2021-06-09,,,Illinois,Price-Sensitive
John,Martinez,2021-06-09,Smartwatch,129.6,Florida,Price-Sensitive
John,Smith,2021-06-09,Headphones,226.61,Ohio,Price-Sensitive
James,Jones,2021-06-10,Tablet,606.25,New York,Price-Sensitive
Emily,Wilson,2021-06-10,Headphones,55.67,Texas,Occasional Buyer
Sarah,Jones,2021-06-10,Headphones,179.82,New York,Price-Sensitive
Emily,Brown,2021-06-10,Laptop,774.77,Illinois,Frequent Buyer
Emily,Garcia,2021-06-10,Headphones,148.36,New York,Frequent Buyer
Daniel,Brown,2021-06-10,Smartwatch,276.73,New York,Occasional Buyer
Sarah,Jones,2021-06-10,,598.73,,Price-Sensitive
Emma,Garcia,2021-06-10,Laptop,1558.19,Georgia,Frequent Buyer
Sophia,Jones,2021-06-10,Headphones,255.89,California,Frequent Buyer
Michael,Williams,2021-06-11,Smartphone,506.27,Illinois,Price-Sensitive
John,Johnson,2021-06-11,Laptop,967.57,California,Price-Sensitive
John,Wilson,2021-06-11,Smartwatch,362.6,New York,Price-Sensitive
David,Williams,2021-06-11,Headphones,44.12,Ohio,Price-Sensitive
Emma,Martinez,2021-06-11,Tablet,861.28,Illinois,Frequent Buyer
John,Martinez,2021-06-11,Tablet,417.43,Florida,Price-Sensitive
Sarah,Williams,2021-06-11,Smartwatch,179.9,California,Price-Sensitive
Sarah,Williams,2021-06-12,Tablet,480.22,California,Price-Sensitive
Michael,Wilson,2021-06-12,Tablet,880.1,Georgia,Frequent Buyer
Sarah,Jones,2021-06-12,Tablet,846.92,Texas,Frequent Buyer
Emily,Williams,2021-06-12,Smartphone,657.61,Florida,Price-Sensitive
Sarah,Davis,2021-06-12,Tablet,454.13,California,
Michael,Garcia,2021-06-12,Smartphone,720.65,California,Occasional Buyer
John,Wilson,2021-06-12,Laptop,985.29,New York,Price-Sensitive
Daniel,Williams,2021-06-12,Smartwatch,255.22,Michigan,Price-Sensitive
Emma,Brown,2021-06-12,Headphones,185.09,California,Occasional Buyer
Olivia,Wilson,2021-06-13,Smartwatch,158.53,Texas,Occasional Buyer
Emily,Brown,2021-06-13,Smartphone,769.93,Illinois,Frequent Buyer
Michael,Wilson,2021-06-13,Tablet,580.12,California,Occasional Buyer
Emily,Smith,2021-06-13,Smartwatch,,,Price-Sensitive
Sarah,Jones,2021-06-13,Tablet,854.83,Texas,Frequent Buyer
Olivia,Smith,2021-06-13,Smartwatch,269.75,New York,Occasional Buyer
James,Martinez,2021-06-13,Smartwatch,312.02,Georgia,Occasional Buyer
Michael,Williams,2021-06-14,Smartphone,1128.69,Ohio,Frequent Buyer
Sarah,Jones,2021-06-14,Smartphone,457.83,Georgia,Occasional Buyer
Sophia,Davis,2021-06-14,Headphones,207.01,California,Frequent Buyer
Sophia,Johnson,2021-06-14,Headphones,194.32,Michigan,Occasional Buyer
Daniel,Martinez,2021-06-14,Laptop,1232.13,Michigan,Price-Sensitive
Daniel,Smith,2021-06-14,Smartwatch,343.73,New York,Price-Sensitive
Emma,Garcia,2021-06-14,Smartwatch,265.43,Georgia,Frequent Buyer
Olivia,Wilson,2021-06-15,Laptop,1516.02,Texas,Occasional Buyer
Michael,Wilson,2021-06-15,Smartwatch,341.28,Georgia,Frequent Buyer
Emily,Garcia,2021-06-15,Tablet,415.5,New York,Frequent Buyer
